Şəhər,Model,Yeni,Mühərrik,Yürüş,Ötürücü,price,Sürətlər qutusu,Rəng,Qəzalı,url,Sahiblər,Marka,Vəziyyəti,Hansı bazar üçün yığılıb,Buraxılış ili,Yerlərin sayı,Ban növü
Bakı,Vito 111,Xeyr,2.2 L / 116 a.g. / Dizel,308 300 km,Arxa,16 700 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9697459-mercedes-vito-111,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2007,3,Furqon
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,33 900 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9689273-changan-uni-z,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Orlando,Xeyr,2.0 L / 163 a.g. / Dizel,210 000 km,Ön,17 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9484955-chevrolet-orlando,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,7,Kompakt-Van
Bakı,GL 450 4MATIC,Xeyr,4.7 L / 340 a.g. / Benzin,400 000 km,Tam,17 800 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9732052-mercedes-gl-450-4matic,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Amerika,2007,7,"Offroader / SUV, 5 qapı"
Bakı,Fusion (North America),Xeyr,1.5 L / 184 a.g. / Benzin,128 500 km,Ön,20 500 AZN,Avtomat (AT),Tünd qırmızı,,https://turbo.az/autos/9675188-ford-fusion-north-america,1,Ford,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,Sedan
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,34 200 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9732101-changan-uni-z,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Sunny,Xeyr,1.5 L / 99 a.g. / Benzin,229 000 km,Ön,10 800 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9685568-nissan-sunny,,Nissan,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2014,5,Sedan
Bakı,Corolla,Xeyr,1.8 L / 140 a.g. / Hibrid,19 900 km,Arxa,29 400 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9741692-toyota-corolla,,Toyota,"Vuruğu yoxdur, rənglənməyib",Çin,2024,5,Sedan
Bakı,595,Xeyr,1.4 L / 160 a.g. / Benzin,58 555 km,Ön,≈ 25 500 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9618783-abarth-595,,Abarth,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,,Sedan
Mingəçevir,Sonata,Xeyr,2.0 L / 195 a.g. / Hibrid,195 600 km,Ön,28 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9725887-hyundai-sonata,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,Sedan
Bakı,Grandeur,Xeyr,1.6 L / 230 a.g. / Hibrid,5 200 km,Ön,≈ 76 330 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9699498-hyundai-grandeur,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2023,5,Sedan
Bakı,7,Bəli,1.5 L / 188 a.g. / Benzin,0 km,Ön,45 900 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/8545579-mg-7,,MG,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,Liftbek
Bakı,Outlander,Xeyr,2.4 L / 170 a.g. / Benzin,232 000 km,Tam,27 900 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/8738910-mitsubishi-outlander,,Mitsubishi,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2016,,"Offroader / SUV, 5 qapı"
Bakı,Sandero Stepway,Xeyr,1.6 L / 113 a.g. / Benzin,71 000 km,Ön,18 000 AZN,Avtomat (Variator),Qəhvəyi,,https://turbo.az/autos/9736882-renault-sandero-stepway,,Renault,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2021,5,"Hetçbek, 5 qapı"
Bakı,Forte,Xeyr,1.8 L / 145 a.g. / Benzin,172 200 km,Ön,17 000 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9741702-kia-forte,,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2015,5,Sedan
Bakı,Tiggo 8 Pro e+,Bəli,1.5 L / 326 a.g. / Plug-in Hibrid,0 km,Ön,54 900 AZN,Avtomat (DHT),Qara,,https://turbo.az/autos/8736245-chery-tiggo-8-pro-e,,Chery,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Orlando,Xeyr,1.6 L / 134 a.g. / Dizel,150 000 km,Ön,17 000 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9591426-chevrolet-orlando,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,7,Kompakt-Van
Bakı,Marvel R,Xeyr,290 a.g. / Elektro,7 000 km,Tam,59 800 AZN,Avtomat (Reduktor),Boz,,https://turbo.az/autos/9247553-mg-marvel-r,1,MG,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,5,"Offroader / SUV, 5 qapı"
Bakı,Destroyer 05,Bəli,1.5 L / 197 a.g. / Plug-in Hibrid,0 km,Ön,22 500 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9551672-byd-destroyer-05,,BYD,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,Sedan
Bakı,QX50,Xeyr,2.0 L / 272 a.g. / Benzin,45 000 km,Ön,44 800 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9708996-infiniti-qx50,1,Infiniti,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,"Offroader / SUV, 5 qapı"
Bakı,06,Bəli,1.5 L / 314 a.g. / Plug-in Hibrid,0 km,Arxa,≈ 60 350 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9707057-avatr-06,,Avatr,"Vuruğu yoxdur, rənglənməyib",,2025,5,Liftbek
Bakı,Okavango,Bəli,2.0 L / 200 a.g. / Benzin,0 km,Ön,53 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/8735059-geely-okavango,,Geely,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,7,"Offroader / SUV, 5 qapı"
Bakı,Equinox,Xeyr,2.0 L / 252 a.g. / Benzin,83 265 km,Tam,26 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9616935-chevrolet-equinox,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,5,"Offroader / SUV, 5 qapı"
Bakı,AMG GT 63 S 4MATIC+,Xeyr,4.0 L / 585 a.g. / Benzin,16 000 km,Tam,≈ 440 300 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9655911-mercedes-amg-gt-63-s-4matic,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",,2024,,Kupe
Bakı,ES 300h,Xeyr,2.5 L / 224 a.g. / Hibrid,21 000 km,Ön,≈ 70 550 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9725123-lexus-es-300h,0,Lexus,"Vuruğu yoxdur, rənglənməyib",Avropa,2023,5,Sedan
Bakı,Highlander,Xeyr,3.5 L / 270 a.g. / Benzin,219 000 km,Tam,35 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9358795-toyota-highlander,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2013,7,"Offroader / SUV, 5 qapı"
Bakı,Passat CC,Xeyr,1.8 L / 180 a.g. / Benzin,188 000 km,Ön,17 500 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9715162-volkswagen-passat-cc,0,Volkswagen,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2014,4,Sedan
Bakı,X5,Xeyr,2.0 L / 313 a.g. / Plug-in Hibrid,198 000 km,Tam,45 400 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9682734-bmw-x5,,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,,"Offroader / SUV, 5 qapı"
Bakı,Range Rover,Xeyr,3.0 L / 340 a.g. / Benzin,98 200 km,Tam,≈ 77 350 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9719449-land-rover-range-rover,1,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2018,4,"Offroader / SUV, 5 qapı"
Bakı,E 250,Xeyr,2.0 L / 211 a.g. / Benzin,39 800 km,Arxa,≈ 66 300 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9707278-mercedes-e-250,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2018,5,Sedan
Sumqayıt,Santa Fe,Xeyr,2.0 L / 184 a.g. / Dizel,128 000 km,Ön,24 900 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9698378-hyundai-santa-fe,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2010,7,"Offroader / SUV, 5 qapı"
Bakı,Uni-Z,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,32 550 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9729708-changan-uni-z,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Tiida,Xeyr,1.6 L / 117 a.g. / Benzin,45 398 km,Ön,18 900 AZN,Avtomat (Variator),Göy,,https://turbo.az/autos/9741718-nissan-tiida,,Nissan,"Vuruğu yoxdur, rənglənməyib",Avropa,2013,5,"Hetçbek, 5 qapı"
Bakı,Crosstrek,Bəli,2.0 L / 152 a.g. / Benzin,0 km,Tam,≈ 50 830 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9685859-subaru-crosstrek,,Subaru,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,5,"Offroader / SUV, 5 qapı"
Bakı,Range Rover,Xeyr,3.0 L / 400 a.g. / Benzin,119 073 km,Tam,≈ 82 280 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9729025-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2020,5,"Offroader / SUV, 5 qapı"
Sumqayıt,K5,Xeyr,2.0 L / 163 a.g. / Benzin,181 000 km,Ön,29 400 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9643807-kia-k5,,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2016,5,Sedan
Bakı,Optima,Xeyr,2.0 L / 278 a.g. / Benzin,219 500 km,Ön,23 800 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9680443-kia-optima,0,Kia,"Vuruğu yoxdur, rənglənib",Amerika,2015,5,Sedan
Sumqayıt,CR-V,Xeyr,2.4 L / 190 a.g. / Benzin,73 130 km,Tam,30 200 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741715-honda-cr-v,,Honda,"Vuruğu yoxdur, rənglənməyib",,2012,5,"Offroader / SUV, 5 qapı"
Bakı,X7,Xeyr,3.0 L / 340 a.g. / Benzin,96 204 km,Tam,≈ 77 010 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9729067-bmw-x7,,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2020,7,"Offroader / SUV, 5 qapı"
Bakı,Range Rover,Xeyr,5.0 L / 510 a.g. / Benzin,156 000 km,Tam,≈ 79 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9634007-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Digər,2014,5,"Offroader / SUV, 5 qapı"
Bakı,Arrizo 5,Bəli,1.5 L / 116 a.g. / Benzin,0 km,Ön,27 900 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/8583273-chery-arrizo-5,0,Chery,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,5,Sedan
Bakı,Sorento,Xeyr,2.2 L / 200 a.g. / Dizel,174 500 km,Ön,40 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9734038-kia-sorento,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,"Offroader / SUV, 5 qapı"
Bakı,GLE 250 4MATIC,Xeyr,2.2 L / 204 a.g. / Dizel,186 000 km,Tam,≈ 47 600 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9688998-mercedes-gle-250-4matic,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",,2016,5,"Offroader / SUV, 5 qapı"
Bakı,Leopard 5,Bəli,1.5 L / 880 a.g. / Plug-in Hibrid,0 km,Tam,≈ 52 190 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9689036-byd-leopard-5,0,BYD,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Tiggo 2 Pro Max,Bəli,1.5 L / 116 a.g. / Benzin,0 km,Ön,30 900 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9626673-chery-tiggo-2-pro-max,,Chery,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Qiyuan Q07,Bəli,1.5 L / 324 a.g. / Plug-in Hibrid,0 km,Ön,≈ 34 510 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9692292-changan-qiyuan-q07,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Fusion (North America),Xeyr,2.0 L / 249 a.g. / Benzin,82 000 km,Ön,24 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9667656-ford-fusion-north-america,0,Ford,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,Sedan
Bakı,Han,Bəli,1.5 L / 336 a.g. / Plug-in Hibrid,0 km,Ön,42 000 AZN,Avtomat (Variator),Boz,,https://turbo.az/autos/9578537-byd-han,0,BYD,"Vuruğu yoxdur, rənglənməyib",Çin,2023,4,Sedan
Bakı,Aqua,Xeyr,1.5 L / 74 a.g. / Hibrid,98 300 km,Ön,19 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9673692-toyota-aqua,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2019,5,"Hetçbek, 5 qapı"
Bakı,Santa Fe,Xeyr,2.0 L / 184 a.g. / Dizel,251 000 km,Ön,28 800 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9711458-hyundai-santa-fe,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2014,5,"Offroader / SUV, 5 qapı"
Bakı,GLE 53 AMG Coupe,Xeyr,3.0 L / 435 a.g. / Benzin,72 000 km,Tam,≈ 127 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9264200-mercedes-gle-53-amg-coupe,2,Mercedes,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2020,5,SUV Kupe
Bakı,520,Xeyr,2.0 L / 190 a.g. / Dizel,190 000 km,Tam,34 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9648484-bmw-520,0,BMW,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,Sedan
Bakı,Range Rover,Xeyr,3.0 L / 400 a.g. / Benzin,43 594 km,Tam,≈ 195 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9731605-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,"Offroader / SUV, 5 qapı"
Bakı,eQ7,Bəli,211 a.g. / Elektro,0 km,Arxa,47 900 AZN,Avtomat (Reduktor),Qara,,https://turbo.az/autos/8370035-chery-eq7,,Chery,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,5,"Offroader / SUV, 5 qapı"
Bakı,CS 55 Plus,Bəli,1.5 L / 313 a.g. / Plug-in Hibrid,0 km,Ön,30 800 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9626817-changan-cs-55-plus,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Qiyuan Q05,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,29 000 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9736147-changan-qiyuan-q05,,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2024,5,"Offroader / SUV, 5 qapı"
Bakı,Daimler Double-Six,Xeyr,5.3 L / 283 a.g. / Benzin,130 km,Arxa,≈ 246 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9623227-jaguar-daimler-double-six,,Jaguar,"Vuruğu yoxdur, rənglənməyib",,1985,5,Sedan
Bakı,Mighty EX5,Bəli,2.8 L / 150 a.g. / Dizel,0 km,Arxa,59 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8827958-hyundai-mighty-ex5,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,3,Yük maşını
Sumqayıt,CX-9,Xeyr,3.7 L / 277 a.g. / Benzin,192 000 km,Tam,22 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9254277-mazda-cx-9,1,Mazda,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2013,7,"Offroader / SUV, 5 qapı"
Bakı,Cruze,Xeyr,1.4 L / 153 a.g. / Benzin,231 746 km,Ön,15 500 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9698563-chevrolet-cruze,0,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2018,5,Sedan
Bakı,Cruze,Xeyr,1.6 L / 109 a.g. / Benzin,307 140 km,Ön,9 900 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9705683-chevrolet-cruze,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2010,5,Sedan
Bakı,105 XF,Xeyr,13 L / 480 a.g. / Dizel,750 000 km,Arxa,63 000 AZN,Avtomat (AT),Sarı,,https://turbo.az/autos/9729976-daf-105-xf,,DAF,"Vuruğu yoxdur, rənglənməyib",Avropa,2017,2,Dartqı
Bakı,Azera,Xeyr,2.4 L / 188 a.g. / Benzin,290 000 km,Ön,19 900 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9500779-hyundai-azera,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2012,5,Sedan
Bakı,Elantra,Xeyr,2.0 L / 150 a.g. / Benzin,80 000 km,Ön,22 400 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9687861-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,5,Sedan
Bakı,Sorento,Xeyr,2.0 L / 184 a.g. / Dizel,189 000 km,Tam,26 500 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9164852-kia-sorento,,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2013,5,"Offroader / SUV, 5 qapı"
Bakı,Elantra,Xeyr,2.0 L / 150 a.g. / Benzin,203 925 km,Ön,22 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9000056-hyundai-elantra,1,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,Sedan
Bakı,Aqua,Xeyr,1.5 L / 74 a.g. / Hibrid,98 300 km,Ön,19 800 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9673692-toyota-aqua,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2019,5,"Hetçbek, 5 qapı"
Bakı,Santa Fe,Xeyr,2.0 L / 184 a.g. / Dizel,251 000 km,Ön,28 800 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9711458-hyundai-santa-fe,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2014,5,"Offroader / SUV, 5 qapı"
Bakı,GLE 53 AMG Coupe,Xeyr,3.0 L / 435 a.g. / Benzin,72 000 km,Tam,≈ 127 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9264200-mercedes-gle-53-amg-coupe,2,Mercedes,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2020,5,SUV Kupe
Bakı,520,Xeyr,2.0 L / 190 a.g. / Dizel,190 000 km,Tam,34 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9648484-bmw-520,0,BMW,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,Sedan
Bakı,Range Rover,Xeyr,3.0 L / 400 a.g. / Benzin,43 594 km,Tam,≈ 195 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9731605-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,"Offroader / SUV, 5 qapı"
Bakı,eQ7,Bəli,211 a.g. / Elektro,0 km,Arxa,47 900 AZN,Avtomat (Reduktor),Qara,,https://turbo.az/autos/8370035-chery-eq7,,Chery,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,5,"Offroader / SUV, 5 qapı"
Bakı,C 180,Xeyr,1.8 L / 122 a.g. / Benzin,740 000 km,Arxa,3 700 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9697106-mercedes-c-180,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,1995,5,Sedan
Bakı,E 220,Xeyr,2.1 L / 170 a.g. / Dizel,369 000 km,Arxa,22 900 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9670662-mercedes-e-220,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2015,5,Sedan
Bakı,Prius,Xeyr,1.5 L / 76 a.g. / Hibrid,350 000 km,Ön,8 300 AZN,Avtomat (Variator),Gümüşü,,https://turbo.az/autos/8375350-toyota-prius,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Amerika,2008,5,Liftbek
Bakı,Camry,Xeyr,2.5 L / 204 a.g. / Benzin,54 000 km,Ön,≈ 43 350 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741709-toyota-camry,,Toyota,"Vuruğu var, rənglənib",Amerika,2021,5,Sedan
Bakı,Tiggo 7 Pro,Bəli,1.5 L / 172 a.g. / Hibrid,0 km,Ön,39 900 AZN,Avtomat (AT),Mavi,,https://turbo.az/autos/9087165-chery-tiggo-7-pro,0,Chery,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,5,"Offroader / SUV, 5 qapı"
Bakı,Outlander Sport,Bəli,1.5 L / 141 a.g. / Benzin,0 km,Ön,≈ 45 730 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9280233-mitsubishi-outlander-sport,,Mitsubishi,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,,"Offroader / SUV, 5 qapı"
Bakı,Fusion (North America),Xeyr,1.5 L / 181 a.g. / Benzin,140 000 km,Ön,21 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9666287-ford-fusion-north-america,,Ford,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,5,Sedan
Bakı,Mirage,Xeyr,1.2 L / 78 a.g. / Benzin,343 842 km,Ön,10 600 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9736336-mitsubishi-mirage,0,Mitsubishi,"Vuruğu yoxdur, rənglənməyib",Amerika,2014,5,"Hetçbek, 5 qapı"
Bakı,E 280,Xeyr,2.8 L / 204 a.g. / Benzin,290 953 km,Arxa,13 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741708-mercedes-e-280,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Digər,1999,5,Sedan
Bakı,Camry,Xeyr,2.5 L / 181 a.g. / Benzin,238 000 km,Ön,18 900 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9670687-toyota-camry,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Amerika,2014,5,Sedan
Gəncə,Azera,Xeyr,2.4 L / 180 a.g. / Benzin,179 000 km,Ön,22 800 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741705-hyundai-azera,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,Sedan
Bakı,K5,Xeyr,2.0 L / 168 a.g. / Benzin,135 000 km,Ön,29 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9696200-kia-k5,1,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2016,5,Sedan
Sumqayıt,Transit,Xeyr,2.4 L / 140 a.g. / Dizel,213 000 km,Arxa,30 800 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9109445-ford-transit,0,Ford,"Vuruğu yoxdur, rənglənməyib",Avropa,2011,3,Yük maşını
Bakı,Fusion (North America),Xeyr,1.5 L / 181 a.g. / Benzin,100 000 km,Ön,16 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9737192-ford-fusion-north-america,0,Ford,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,5,Sedan
Bakı,X55,Xeyr,1.5 L / 150 a.g. / Benzin,53 000 km,Ön,21 500 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9741704-baic-x55,,Baic,"Vuruğu yoxdur, rənglənməyib",Çin,2020,5,"Offroader / SUV, 5 qapı"
Bakı,RAV4,Xeyr,2.4 L / 166 a.g. / Benzin,355 692 km,Ön,18 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741707-toyota-rav4,,Toyota,"Vuruğu yoxdur, rənglənməyib",,2007,5,"Offroader / SUV, 5 qapı"
Bakı,Sonata,Xeyr,2.0 L / 165 a.g. / Benzin,213 000 km,Ön,25 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9365775-hyundai-sonata,1,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2015,5,Sedan
Bakı,Picanto,Xeyr,1.3 L / 85 a.g. / Benzin,117 000 km,Ön,14 900 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741706-kia-picanto,,Kia,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,"Hetçbek, 5 qapı"
Bakı,Rio,Xeyr,1.6 L / 123 a.g. / Benzin,82 000 km,Ön,23 700 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9718827-kia-rio,,Kia,"Vuruğu yoxdur, rənglənməyib",,2021,5,Sedan
Bakı,Aqua,Xeyr,1.5 L / 73 a.g. / Hibrid,130 158 km,Ön,18 500 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/8180466-toyota-aqua,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2018,5,"Hetçbek, 5 qapı"
Bakı,Fs125,Bəli,100 sm3/ 11 a.g. / Benzin,0 km,Arxa,3 500 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9691815-jinlang-fs125,,Jinlang,"Vuruğu yoxdur, rənglənməyib",Digər,2024,2,Moped
Bakı,Camry,Bəli,2.0 L / 197 a.g. / Hibrid,0 km,Ön,≈ 57 460 AZN,Avtomat (Variator),Qara,,https://turbo.az/autos/9441139-toyota-camry,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,Sedan
Bakı,E 220 d,Xeyr,2.0 L / 194 a.g. / Dizel,172 000 km,Arxa,≈ 46 750 AZN,Avtomat (AT),Qəhvəyi,,https://turbo.az/autos/9523609-mercedes-e-220-d,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2017,5,Sedan
Bakı,Gentra,Xeyr,1.5 L / 107 a.g. / Benzin,187 800 km,Ön,12 800 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9722022-daewoo-gentra,0,Daewoo,"Vuruğu yoxdur, rənglənib",Avropa,2013,5,Sedan
